_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
73366,889,PO-01074,2467,Eglinton Ave E,Town Haven Pl,South,Eglinton Ave E,West,14351.0,20,,PPC,Existing,M3714351,0,324054.605,4843759.805,-79.260979301,43.733543307,"{u'type': u'Point', u'coordinates': (-79.2609793069, 43.7335433076)}"
73367,890,PO-00048,105,Spadina Ave,Spadina Ave,East,Adelaide St W,South,7381.0,10,Toronto Entertainment District,PPC,Temporarily Removed,M2007381,0,313244.229,4834085.46,-79.395327153,43.646663633,"{u'type': u'Point', u'coordinates': (-79.3953271494, 43.6466636351)}"
73368,891,PO-00293,100,St George St,St George St,West,Willcocks St,North,8192.0,11,,PPC,Existing,M2008192,0,313032.971,4835858.435,-79.397918819,43.662625152,"{u'type': u'Point', u'coordinates': (-79.3979188243, 43.6626251541)}"
73369,893,PO-00346,1735,Kipling Ave,Kipling Ave,East,Dixon Ave,South,8234.0,2,,PPC,Existing,M0408234,0,300130.775,4839244.51,-79.557923382,43.693135188,"{u'type': u'Point', u'coordinates': (-79.5579233858, 43.6931351945)}"
73370,894,PO-00105,2801,Eglinton Ave W,Eglinton Ave W,South,Black Creek Dr,East,5529.0,5,,PPC,Temporarily Removed,M1205529,0,306379.024,4838762.688999999,-79.48041306,43.688811175,"{u'type': u'Point', u'coordinates': (-79.4804130565, 43.6888111781)}"
73371,895,PO-00302,25,Overlea Blvd,Overlea Blvd,South,Thorncliffe Park Dr,West,8201.0,15,,PPC,Existing,M2608201,0,316873.221,4840511.738,-79.350199244,43.70445839,"{u'type': u'Point', u'coordinates': (-79.350199247, 43.7044583916)}"
73372,896,PO-00429,1050,Sheppard Ave W,Sheppard Ave W,North,William R Allen Rd,East,8271.0,6,,PPC,Existing,M1008271,0,307814.36699999997,4845626.044,-79.462569967,43.750585515,"{u'type': u'Point', u'coordinates': (-79.4625699623, 43.7505855136)}"
73373,897,PO-00554,4895,Dundas St W,Dundas St W,South,Cordova Ave,East,12761.0,3,Village of Islington,PPC,Existing,M0512761,0,302516.933,4834351.109,-79.52830154899999,43.649099251,"{u'type': u'Point', u'coordinates': (-79.5283015529, 43.6490992569)}"
73374,898,PO-00123,2793,Keele St,Keele St,East,Wilson Ave,South,281.0,6,,PPC,Existing,M0800281,0,306223.044,4843199.121,-79.482336187,43.728745007,"{u'type': u'Point', u'coordinates': (-79.4823361812, 43.7287450092)}"
73375,900,PO-00380,1440,Kingston Rd,Kingston Rd,North,Warden Ave,West,8304.0,20,,PPC,Temporarily Removed,M3608304,0,323247.878,4838667.573,-79.27116814899999,43.687727636000005,"{u'type': u'Point', u'coordinates': (-79.2711681428, 43.687727642)}"
73376,901,PO-01151,1883,Finch Ave W,Jane St,East,Finch Ave W,South,14920.0,7,,PPC,Existing,M0714920,0,303397.049,4846330.228,-79.517422588,43.756928811,"{u'type': u'Point', u'coordinates': (-79.5174225819, 43.7569288139)}"
73377,902,PO-00249,55,Harbord St,Spadina Ave,East,Harbord St,South,8149.0,11,,PPC,Existing,M2008149,0,312724.026,4835864.551,-79.401749362,43.662683565,"{u'type': u'Point', u'coordinates': (-79.4017493592, 43.6626835628)}"
73378,903,PO-01099,1967,Ellesmere Rd,Ellesmere Rd,South,Dolly Varden Blvd,West,14425.0,24,,PPC,Existing,M3814425,0,326019.668,4848407.589,-79.236402303,43.775324866999995,"{u'type': u'Point', u'coordinates': (-79.236402298, 43.7753248696)}"
73379,905,PO-01114,,,Via Italia,East,Auburn Ave,North,14636.0,9,,PPC,Existing,M0914636,0,309261.218,4837260.855,-79.444673421,43.67528099,"{u'type': u'Point', u'coordinates': (-79.4446734254, 43.675280992)}"
73380,906,PO-00168,2852,Ellesmere Rd,Ellesmere Rd,North,Neilson Rd,East,1487.0,24,,PPC,Existing,M4301487,0,328558.268,4849248.231000001,-79.204830139,43.782814436,"{u'type': u'Point', u'coordinates': (-79.2048301426, 43.7828144404)}"
73381,907,PO-00215,33,Russell St,Russell St,South,Huron St,West,8070.0,11,,PPC,Existing,M2008070,0,312935.85,4835558.759,-79.399127544,43.659928735,"{u'type': u'Point', u'coordinates': (-79.3991275487, 43.6599287405)}"
73382,908,PO-00080,500,Church St,Church St,West,Alexander St,North,6054.0,13,Church-Wellesley Village,PPC,Existing,M2706054,0,314448.058,4836016.705,-79.380370269,43.664032774,"{u'type': u'Point', u'coordinates': (-79.3803702689, 43.6640327785)}"
73383,909,PO-00094,600,Dixon Rd,Martin Grove Rd,West,Dixon Rd,North,5986.0,1,,PPC,Existing,M0205986,0,299058.821,4839108.272,-79.57121988899999,43.691901363999996,"{u'type': u'Point', u'coordinates': (-79.5712198935, 43.6919013651)}"
73384,910,PO-00003,383,Queen St W,Queen St W,South,Peter St,West,7285.0,10,Queen Street West,PPC,Existing,M2007285,0,313361.976,4834366.441000001,-79.393863138,43.64919149399999,"{u'type': u'Point', u'coordinates': (-79.393863132, 43.6491914976)}"
73385,911,PO-00426,59,Lissom Cres,Bathurst St,East,Dewlane Dr,South,8268.0,18,,PPC,Existing,M1008268,0,309161.262,4849546.223,-79.445813435,43.785865008,"{u'type': u'Point', u'coordinates': (-79.4458134411, 43.7858650144)}"
73386,912,PO-00516,850,Coxwell Ave,Coxwell Ave,West,Mortimer Ave,North,8457.0,14,,PPC,Existing,M2908457,0,318746.69399999996,4839058.392,-79.326991489,43.691343641,"{u'type': u'Point', u'coordinates': (-79.3269914946, 43.6913436408)}"
73387,916,PO-00983,,,Pharmacy Ave,West,Eglinton Ave E,North,13460.0,21,,PPC,Temporarily Removed,M3713460,0,321093.807,4842898.589,-79.297759578,43.725862295,"{u'type': u'Point', u'coordinates': (-79.2977595737, 43.725862297)}"
73388,919,PO-00039,270,Wellington St W,Wellington St W,North,Blue Jays Way,East,7372.0,10,Toronto Entertainment District,PPC,Existing,M2007372,0,313548.872,4833883.54,-79.391554141,43.644842561000004,"{u'type': u'Point', u'coordinates': (-79.3915541365, 43.6448425619)}"
73389,920,PO-00178,1547,Dundas St W,Dundas St W,South,Sheridan Ave,East,7947.0,9,Little Portugal,PPC,Existing,M1807947,0,310170.06,4834417.634,-79.433430557,43.649682195,"{u'type': u'Point', u'coordinates': (-79.433430554, 43.6496821932)}"
73390,922,PO-00183,65,Thyra Ave,Thyra Ave,East,Dentonia Park Ave,North,7946.0,19,,PPC,Existing,M3107946,0,321612.56899999996,4839321.642,-79.29143235800001,43.69365388,"{u'type': u'Point', u'coordinates': (-79.291432364, 43.6936538802)}"
73391,923,PO-00315,222,Elm St,Mc Caul St,East,Baldwin St,North,8088.0,11,,PPC,Existing,M2008088,0,313497.233,4835153.437,-79.392173778,43.656273942,"{u'type': u'Point', u'coordinates': (-79.3921737744, 43.6562739484)}"
73392,924,PO-00057,168,Simcoe St,Simcoe St,West,Richmond St W,North,7390.0,10,Toronto Entertainment District,PPC,Existing,M2007390,0,313893.761,4834459.819,-79.387269405,43.650025717,"{u'type': u'Point', u'coordinates': (-79.387269403, 43.6500257146)}"
73393,925,PO-00150,1573,Danforth Ave,Danforth Ave,South,Coxwell Ave,East,1216.0,14,THE DANNY Danforth Mosaic,PPC,Existing,M2901216,0,319006.85,4838154.517,-79.323788092,43.683202695,"{u'type': u'Point', u'coordinates': (-79.3237880975, 43.6832026966)}"
73394,926,PO-00051,70,Peter St,Peter St,West,King St W,North,7384.0,10,Toronto Entertainment District,PPC,Existing,M2007384,0,313475.586,4834028.95,-79.39246021,43.646152307,"{u'type': u'Point', u'coordinates': (-79.3924602101, 43.6461523068)}"
73395,927,PO-00333,3300,Bloor St W,Islington Ave,East,Aberfoyle Cres,South,8218.0,3,,PPC,Existing,M0508218,0,302902.305,4833924.659,-79.523522876,43.645261702,"{u'type': u'Point', u'coordinates': (-79.5235228735, 43.6452617074)}"
73396,930,PO-00283,1452,Queen St W,Queen St W,North,Lansdowne Ave,East,8196.0,4,Parkdale Village,PPC,Existing,M1408196,0,309957.223,4833428.366,-79.436078413,43.640778931999996,"{u'type': u'Point', u'coordinates': (-79.4360784091, 43.640778938)}"
73397,931,PO-00415,4000,Jane St,Finch Ave W,North,Jane St,West,8257.0,7,,PPC,Existing,M0808257,0,303318.25800000003,4846377.107,-79.51840118300001,43.757350623,"{u'type': u'Point', u'coordinates': (-79.5184011791, 43.7573506275)}"
73398,932,PO-00134,1554,Dundas St W,Dundas St W,North,Sheridan Ave,West,363.0,9,Little Portugal,PPC,Existing,M1800363,0,310130.221,4834435.83,-79.433924237,43.649846262,"{u'type': u'Point', u'coordinates': (-79.4339242345, 43.6498462684)}"
73399,934,PO-00599,,,Roncesvalles Ave,West,Fern Ave,North,13430.0,4,Roncesvalles Village,PPC,Existing,M1413430,0,308948.252,4833889.119,-79.44858063,43.644932649,"{u'type': u'Point', u'coordinates': (-79.4485806339, 43.6449326547)}"
73400,935,PO-00637,13,Isabella St,Isabella St,South,Gloucester Lane,East,13394.0,13,,PPC,Existing,M2713394,0,314093.357,4836421.316000001,-79.384761358,43.667679324,"{u'type': u'Point', u'coordinates': (-79.3847613579, 43.667679329)}"
73401,937,PO-00480,570,Queen St W,Queen St W,North,Bathurst St,East,8355.0,10,Queen Street West,PPC,Existing,M2008355,0,312590.00899999996,4834163.7360000005,-79.403435574,43.647375364,"{u'type': u'Point', u'coordinates': (-79.4034355796, 43.6473753629)}"
73402,938,PO-00737,95,St George St,St George St,East,Harbord St,North,13565.0,11,,PPC,Existing,M2013565,0,312977.207,4836089.328,-79.398606745,43.664704115,"{u'type': u'Point', u'coordinates': (-79.398606747, 43.6647041127)}"
73403,940,PO-00813,30,Slidell Cres,Slidell Cres,North,Tulane Cres,West,13844.0,16,,PPC,Existing,M3413844,0,318748.857,4847099.5,-79.326756182,43.763723202,"{u'type': u'Point', u'coordinates': (-79.3267561806, 43.7637232068)}"
73404,941,PO-00163,3270,Finch Ave E,Finch Ave E,North,Warden Ave,West,1462.0,22,,PPC,Existing,M3901462,0,319599.818,4850780.504,-79.316085817,43.796839815,"{u'type': u'Point', u'coordinates': (-79.3160858218, 43.7968398186)}"
73405,942,PO-00287,456,College St,College St,North,Bathurst St,West,8182.0,11,Little Italy,PPC,Existing,M1908182,0,312191.87,4835168.177,-79.40835713,43.656420743000005,"{u'type': u'Point', u'coordinates': (-79.4083571303, 43.6564207476)}"
73406,943,PO-00342,1748,St Clair Ave W,St Clair Ave W,North,Silverthorn Ave,West,8229.0,9,St. Clair Gardens,PPC,Temporarily Removed,M1708229,0,307984.74600000004,4837140.178,-79.46050452600001,43.674201301000004,"{u'type': u'Point', u'coordinates': (-79.4605045239, 43.6742013054)}"
73407,944,PO-00799,15,Redgrave Dr,Redgrave Dr,South,Martin Grove Rd,West,13819.0,1,,PPC,Existing,M0413819,0,299348.283,4838131.839,-79.567619212,43.683114384,"{u'type': u'Point', u'coordinates': (-79.5676192173, 43.6831143831)}"
73408,946,PO-00021,151,John St,Richmond St W,North,John St,East,7303.0,10,Toronto Entertainment District,PPC,Existing,M2007303,0,313658.938,4834381.1219999995,-79.390181665,43.64932017,"{u'type': u'Point', u'coordinates': (-79.3901816662, 43.6493201692)}"
73409,947,PO-00237,140,Sherbourne St,Queen St E,North,Sherbourne St,West,8049.0,13,,PPC,Temporarily Removed,M2808049,0,315314.511,4834963.615,-79.36964733800001,43.654541826000006,"{u'type': u'Point', u'coordinates': (-79.3696473426, 43.6545418263)}"
73410,948,PO-00124,600,Roding St,Roding St,West,Nash Dr,North,1690.0,6,,PPC,Existing,M0901690,0,305433.037,4843236.482,-79.49214226,43.729082397,"{u'type': u'Point', u'coordinates': (-79.4921422573, 43.7290823992)}"
73411,949,PO-00451,106,Bickerton Cres,Victoria Park Ave,West,Van Horne Ave,North,8326.0,17,,PPC,Existing,M3308326,0,318491.582,4849958.058999999,-79.329878567,43.789458239,"{u'type': u'Point', u'coordinates': (-79.3298785728, 43.7894582438)}"
73412,950,PO-00538,300,Birmingham St,Birmingham St,North,Twenty First St,East,8640.0,3,,PPC,Existing,M0608640,0,303098.958,4828908.76,-79.521069488,43.600112046999996,"{u'type': u'Point', u'coordinates': (-79.5210694882, 43.6001120473)}"
73413,955,PO-01091,585,King St E,King St E,South,River St,West,14390.0,13,,PPC,Existing,M2814390,0,316371.042,4835189.194,-79.35654429899999,43.656556646000006,"{u'type': u'Point', u'coordinates': (-79.3565443043, 43.6565566499)}"
73414,956,PO-00312,144,College St,College St,North,Queen's Park,West,8085.0,11,,PPC,Existing,M2008085,0,313579.934,4835543.085,-79.391142136,43.659780323999996,"{u'type': u'Point', u'coordinates': (-79.3911421327, 43.6597803281)}"
73415,958,PO-00156,1939,Queen St E,Queen St E,South,Kippendavie Ave,East,1245.0,19,The Beach,PPC,Existing,M3201245,0,320655.293,4836603.695,-79.303387655,43.669209984,"{u'type': u'Point', u'coordinates': (-79.3033876506, 43.6692099862)}"
73416,959,PO-00256,170,College St,College St,North,Mc Caul St,West,8159.0,11,,PPC,Existing,M2008159,0,313397.193,4835489.127,-79.39340870000001,43.659296771,"{u'type': u'Point', u'coordinates': (-79.3934086993, 43.6592967693)}"
73417,960,PO-00117,750,Huntingwood Dr,Birchmount Rd,East,Huntingwood Dr,North,5464.0,22,,PPC,Existing,M3905464,0,320709.66,4850110.261,-79.302314021,43.790783881,"{u'type': u'Point', u'coordinates': (-79.3023140185, 43.7907838818)}"
73418,961,PO-00476,495,Sherbourne St,Sherbourne St,East,Wellesley Ave,North,8351.0,13,,PPC,Existing,M2808351,0,314906.354,4836396.742,-79.374680588,43.66744752,"{u'type': u'Point', u'coordinates': (-79.3746805893, 43.6674475233)}"
73419,962,PO-00452,3601,Victoria Park Ave,Victoria Park Ave,East,Mcnicoll Ave,South,8327.0,22,,PPC,Existing,M3908327,0,317994.858,4851548.318,-79.336011332,43.803781326999996,"{u'type': u'Point', u'coordinates': (-79.3360113297, 43.8037813333)}"
73420,963,PO-00590,75,Lansdowne Ave,Lansdowne Ave,East,Seaforth Ave,North,13088.0,4,,PPC,Existing,M1413088,0,309844.989,4833669.526000001,-79.437467249,43.642950477,"{u'type': u'Point', u'coordinates': (-79.4374672497, 43.6429504776)}"
73421,964,PO-00658,704,Mortimer Ave,Mortimer Ave,North,Woodbine Ave,West,13508.0,19,,PPC,Existing,M3113508,0,319628.32,4839211.525,-79.316050781,43.692704953,"{u'type': u'Point', u'coordinates': (-79.3160507799, 43.6927049532)}"
73422,966,PO-00160,3600,Kingston Rd,Markham Rd,East,Kingston Rd,North,1348.0,24,,PPC,Existing,M3601348,0,327581.184,4844433.587,-79.217173394,43.739508162,"{u'type': u'Point', u'coordinates': (-79.217173391, 43.7395081683)}"
73423,970,PO-00086,6415,Finch Ave W,Finch Ave W,East,Albion Rd,South,5520.0,1,,PPC,Existing,M0105520,0,297622.25399999996,4844554.171,-79.589113249,43.740908746,"{u'type': u'Point', u'coordinates': (-79.5891132447, 43.7409087495)}"
73424,971,PO-00364,1201,Markham Rd,Ellesmere Rd,North,Markham Rd,East,8288.0,24,,PPC,Existing,M3808288,0,326436.897,4848562.738,-79.231213138,43.77670930399999,"{u'type': u'Point', u'coordinates': (-79.2312131425, 43.7767093046)}"
73425,973,PO-00006,315,Queen St W,Queen St W,South,John St,West,7288.0,10,Queen Street West,PPC,Existing,M2007288,0,313549.489,4834422.281,-79.391537768,43.649691947,"{u'type': u'Point', u'coordinates': (-79.3915377632, 43.649691951)}"
73426,974,PO-00218,79,St George St,St George St,East,Hoskin Ave,South,8074.0,11,,PPC,Existing,M2008074,0,313026.755,4835919.26,-79.397994965,43.66317273,"{u'type': u'Point', u'coordinates': (-79.3979949698, 43.6631727287)}"
73427,975,PO-00071,659,Queens Quay W,Queens Quay W,South,Eireann Quay,West,6003.0,10,The Waterfront,PPC,Existing,M2006003,0,312971.245,4832834.908,-79.398729909,43.635410012,"{u'type': u'Point', u'coordinates': (-79.3987299043, 43.6354100121)}"
73428,976,PO-00100,590-598,Sheppard Ave W,Sheppard Ave W,North,Bathurst St,West,5853.0,6,,PPC,Existing,M1005853,0,309726.226,4846181.679,-79.438824923,43.755576653,"{u'type': u'Point', u'coordinates': (-79.4388249179, 43.7555766522)}"
73429,977,PO-00001,439,Queen St W,Queen St W,South,Spadina Ave,East,7283.0,10,Queen Street West,PPC,Existing,M2007283,0,313194.164,4834318.43,-79.395944118,43.648761248,"{u'type': u'Point', u'coordinates': (-79.3959441234, 43.6487612463)}"
73430,978,PO-00416,35,Shoreham Dr,Jane St,East,Shoreham Dr,South,8258.0,7,,PPC,Existing,M0808258,0,303179.252,4847630.875,-79.520131225,43.768635728999996,"{u'type': u'Point', u'coordinates': (-79.5201312245, 43.7686357314)}"
73431,979,PO-00510,1951,Yonge St,Yonge St,East,Millwood Rd,South,8451.0,12,Midtown Yonge,PPC,Existing,M2208451,0,313129.331,4839915.59,-79.39666139,43.699143741,"{u'type': u'Point', u'coordinates': (-79.3966613901, 43.6991437439)}"
73432,981,PO-00095,,,Martin Grove Rd,East,Dixon Rd,South,5987.0,1,,PPC,Temporarily Removed,M0205987,0,299092.26399999997,4839108.186000001,-79.57080503,43.691900849,"{u'type': u'Point', u'coordinates': (-79.5708050292, 43.6919008487)}"
73433,982,PO-00523,1590,Lake Shore Blvd E,Lake Shore Blvd E,North,Coxwell Ave,East,8621.0,19,,PPC,Existing,M3008621,0,319750.017,4835855.352,-79.314634125,43.66249269,"{u'type': u'Point', u'coordinates': (-79.3146341257, 43.6624926909)}"
73434,983,PO-00561,473,Danforth Ave,Danforth Ave,South,Logan Ave,West,12754.0,14,Greektown on the Danforth,PPC,Existing,M3012754,0,316895.42,4837555.239,-79.349990157,43.677845796999996,"{u'type': u'Point', u'coordinates': (-79.3499901533, 43.6778457965)}"
73435,986,PO-00376,1571,Sandhurst Crcl,Mccowan Rd,West,Finch Ave E,North,8300.0,23,,PPC,Existing,M4108300,0,323564.966,4852051.483,-79.26676763399999,43.808190047,"{u'type': u'Point', u'coordinates': (-79.2667676328, 43.8081900477)}"
73436,987,PO-00388,4577,Steeles Ave E,Steeles Ave E,North,Kennedy Rd,East,8344.0,22,,PPC,Existing,M3908344,0,320336.364,4853789.473999999,-79.306845709,43.823908634,"{u'type': u'Point', u'coordinates': (-79.306845708, 43.8239086345)}"
73437,989,PO-01062,180,Westmoreland Ave,Westmoreland Ave,West,Fernbank Ave,South,14295.0,9,Dovercourt Village,PPC,Existing,M1814295,0,310254.05199999997,4836173.164,-79.43237162300001,43.665483706,"{u'type': u'Point', u'coordinates': (-79.4323716229, 43.665483711)}"
73438,990,PO-00063,11,Bathurst St,Bathurst St,East,Queens Quay W,North,6004.0,10,The Waterfront,PPC,Existing,M2006004,0,312993.875,4832894.68,-79.39844854,43.635947788,"{u'type': u'Point', u'coordinates': (-79.3984485344, 43.6359477933)}"
73439,991,PO-00024,261,Richmond St W,Richmond St W,South,John St,West,7306.0,10,Toronto Entertainment District,PPC,Existing,M2007306,0,313571.303,4834336.516,-79.391268736,43.648919691,"{u'type': u'Point', u'coordinates': (-79.3912687411, 43.6489196936)}"
73440,992,PO-00809,50,Falstaff Ave,Falstaff Ave,North,Springview Ave,West,13841.0,5,,PPC,Existing,M1213841,0,304521.435,4841809.702,-79.503457027,43.716239818000005,"{u'type': u'Point', u'coordinates': (-79.5034570247, 43.7162398177)}"
73441,993,PO-00820,181,Glenlake Ave,Glenlake Ave,South,Mountview Ave,East,13829.0,4,,PPC,Existing,M1313829,0,307854.663,4835361.166999999,-79.46212781199999,43.658188376000005,"{u'type': u'Point', u'coordinates': (-79.4621278107, 43.6581883786)}"
73442,995,PO-00031,383,Front St W,Front St W,South,Spadina Ave,East,7319.0,10,Toronto Entertainment District,PPC,Existing,M2007319,0,313455.49100000004,4833673.163,-79.39271499600001,43.642949974,"{u'type': u'Point', u'coordinates': (-79.3927150004, 43.6429499758)}"
73443,996,PO-00264,947,Queen St E,Queen St E,South,Carlaw Ave,East,8167.0,14,Leslieville,PPC,Existing,M3008167,0,317712.843,4835688.633,-79.33989701899999,43.661030168,"{u'type': u'Point', u'coordinates': (-79.3398970128, 43.6610301701)}"
73444,997,PO-00144,2885,Bayview Ave,Bayview Ave,East,Sheppard Ave E,North,1152.0,17,,PPC,Existing,M2401152,0,313818.542,4847479.306,-79.38798381699999,43.767218316000005,"{u'type': u'Point', u'coordinates': (-79.3879838187, 43.7672183141)}"
73445,998,PO-00398,5330,Yonge St,Yonge St,West,Churchill Ave,South,8024.0,18,,PPC,Existing,M2308024,0,311722.315,4848127.555,-79.41401193600001,43.773075855,"{u'type': u'Point', u'coordinates': (-79.4140119346, 43.7730758599)}"
73446,999,PO-00470,1053,Dundas St W,Dundas St W,South,Montrose Ave,West,8185.0,10,,PPC,Existing,M1908185,0,311567.854,4834475.484,-79.416102217,43.650191515,"{u'type': u'Point', u'coordinates': (-79.4161022231, 43.6501915178)}"
73447,1000,PO-00491,1547,Bayview Ave,Bayview Ave,East,Belsize Dr,North,8315.0,15,Bayview Leaside,PPC,Existing,M2608315,0,314882.243,4840602.813,-79.374900908,43.705307882,"{u'type': u'Point', u'coordinates': (-79.3749009112, 43.7053078857)}"
73448,1001,PO-00574,,,Finch Ave W,South,Islington Ave,East,12821.0,1,,PPC,Existing,M0112821,0,299311.58,4845135.797,-79.568145853,43.746158511000004,"{u'type': u'Point', u'coordinates': (-79.568145858, 43.7461585134)}"
73449,1007,PO-01046,9,Portugal Sq,Portugal Sq,South,Bathurst St,West,14219.0,10,,PPC,Existing,M1914219,0,312583.542,4833942.506,-79.403518932,43.645384061,"{u'type': u'Point', u'coordinates': (-79.4035189313, 43.6453840608)}"
73450,1008,PO-01102,43,Gerrard St E,Gerrard St E,South,Church St,West,14472.0,13,,PPC,Existing,M2714472,0,314512.442,4835516.525,-79.37958095399999,43.659529651999996,"{u'type': u'Point', u'coordinates': (-79.3795809494, 43.6595296583)}"
73451,1014,PO-00545,5,Benson Ave,Benson Ave,South,Wychwood Ave,West,8615.0,12,,PPC,Existing,M2108615,0,311016.11600000004,4837832.643,-79.422903178,43.680415221000004,"{u'type': u'Point', u'coordinates': (-79.4229031783, 43.6804152275)}"
73452,1015,PO-00189,50,Stadium Rd,Stadium Rd,West,Queens Quay W,South,7956.0,10,The Waterfront,PPC,Existing,M2007956,0,312812.63,4832733.231000001,-79.400697195,43.634496506000005,"{u'type': u'Point', u'coordinates': (-79.400697199, 43.6344965041)}"
73453,1016,PO-00204,420,Huron St,Huron St,West,Bloor St W,South,8136.0,11,,PPC,Existing,M2008136,0,312761.188,4836279.301,-79.401282468,43.666416465,"{u'type': u'Point', u'coordinates': (-79.4012824678, 43.6664164656)}"
73454,1017,PO-00219,954,College St,College St,North,Dovercourt Rd,West,8153.0,9,College Promenade,PPC,Existing,M1808153,0,310684.131,4834846.245,-79.427053252,43.653536384,"{u'type': u'Point', u'coordinates': (-79.4270532564, 43.6535363832)}"
73455,1018,PO-00311,700,University Ave,University Ave,West,Orde St,North,8084.0,11,,PPC,Existing,M2008084,0,313649.17600000004,4835441.283,-79.390285312,43.658863149,"{u'type': u'Point', u'coordinates': (-79.3902853071, 43.6588631539)}"
73456,1019,PO-00323,1,Underhill Dr,Lawrence Ave E,North,Underhill Dr,East,8206.0,16,,PPC,Existing,M3408206,0,318952.887,4844572.672,-79.324288712,43.740974959,"{u'type': u'Point', u'coordinates': (-79.3242887105, 43.7409749605)}"
